W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,yearID,CyYoung
17,11,39,38,15,1,0,863,271,108,30,94,202,0.24,3.38,6,12,3,1,1208,0,125,0,0,0,1970,0
17,17,39,38,11,3,0,862,247,87,22,69,228,0.23,2.73,7,7,10,1,1158,1,93,0,0,0,1972,0
20,10,36,35,21,4,0,859,210,56,18,61,289,0.2,1.76,2,5,4,1,1103,1,61,0,0,0,1971,0
20,9,39,38,16,3,0,858,241,100,17,96,236,0.22,3.15,3,7,7,1,1174,0,106,0,0,0,1971,0
15,15,45,39,7,6,2,857,273,94,16,74,206,0.24,2.96,5,6,2,1,1198,3,111,0,0,0,1971,0
14,12,41,41,11,2,0,857,272,137,30,158,177,0.25,4.32,13,13,12,0,1262,0,160,0,0,0,1974,0
18,13,40,40,13,0,0,856,238,120,36,124,223,0.22,3.79,1,12,19,9,1231,0,159,0,0,0,1987,0
18,14,39,38,18,4,1,855,222,93,13,102,279,0.21,2.94,9,14,7,1,1166,1,111,0,0,0,1969,0
19,13,37,37,18,4,0,855,247,91,13,83,199,0.23,2.87,12,4,2,0,1156,0,105,0,0,0,1982,0
20,12,37,36,18,6,0,855,242,71,17,56,103,0.23,2.24,9,1,0,0,1124,1,94,0,0,0,1975,0
17,11,38,33,18,1,1,854,275,87,20,76,120,0.25,2.75,2,3,5,0,1173,1,100,0,0,0,1973,0
18,11,43,37,10,4,0,854,281,114,27,125,154,0.26,3.6,17,2,4,3,1218,1,123,0,0,0,1970,0
22,9,33,33,24,1,0,853,215,80,18,83,180,0.2,2.53,2,9,6,4,1135,0,88,0,0,0,1980,0
23,13,40,35,21,4,1,853,235,81,21,57,193,0.22,2.56,7,15,5,0,1143,4,93,0,0,0,1969,0
17,18,39,39,21,7,0,853,193,106,13,183,327,0.19,3.36,2,5,5,2,1196,0,117,0,0,0,1976,0
19,16,39,39,20,9,0,852,166,72,14,157,329,0.17,2.28,4,18,10,0,1154,0,80,0,0,0,1972,0
15,16,37,37,8,3,0,851,277,98,20,84,275,0.25,3.11,10,13,3,9,1183,0,117,0,0,0,1983,0
20,14,41,39,18,5,1,851,244,86,17,68,220,0.22,2.73,7,9,7,2,1161,2,109,0,0,0,1967,0
18,10,36,36,16,4,0,850,272,93,20,76,113,0.25,2.95,6,2,5,0,1175,0,107,0,0,0,1980,0
17,13,39,39,16,3,0,849,280,101,22,70,121,0.26,3.21,11,5,6,0,1168,0,113,0,0,0,1974,0
23,10,36,36,17,2,0,849,229,83,25,89,198,0.22,2.64,5,3,4,7,1135,0,99,0,0,0,1977,0
23,10,36,36,17,2,0,849,229,83,25,89,198,0.22,2.64,5,3,4,7,1135,0,99,0,0,0,1977,0
13,19,38,38,21,1,0,848,281,113,23,88,118,0.26,3.6,8,12,2,1,1184,0,130,0,0,0,1977,0
18,21,42,42,14,4,0,847,290,112,20,117,120,0.26,3.57,2,10,5,0,1218,0,128,0,0,0,1973,0
17,15,40,40,12,1,0,847,246,102,17,98,174,0.23,3.25,7,9,1,0,1159,0,118,0,0,0,1974,0
16,12,38,36,17,1,0,847,254,96,22,53,164,0.23,3.06,3,10,5,3,1150,1,112,0,0,0,1972,0
20,8,38,37,18,4,1,847,248,91,24,63,187,0.23,2.9,2,6,2,0,1134,1,104,0,0,0,1971,0
17,15,38,37,16,1,0,847,320,110,25,67,95,0.29,3.51,0,3,4,0,1190,0,123,0,0,0,1974,0
13,16,38,38,9,3,0,846,269,86,19,60,196,0.25,2.74,19,5,8,2,1151,0,101,0,0,0,1967,0
20,9,37,37,20,3,0,846,231,84,19,106,184,0.22,2.68,6,8,4,2,1165,0,94,0,0,0,1971,0
20,9,36,36,18,7,0,845,248,93,19,83,256,0.23,2.97,4,4,9,3,1157,0,100,0,0,0,1987,0
19,15,40,40,17,2,0,844,271,126,22,87,167,0.25,4.03,2,8,3,1,1160,0,128,0,0,0,1978,0
16,11,37,37,14,4,0,843,247,93,16,85,147,0.23,2.98,7,7,3,0,1151,0,101,0,0,0,1980,0
17,17,37,37,19,3,0,843,244,83,14,77,249,0.23,2.66,3,3,9,0,1149,0,99,0,0,0,1974,0
19,15,39,39,12,2,0,843,282,96,23,75,157,0.26,3.07,5,6,4,1,1170,0,111,0,0,0,1974,0
19,11,37,36,15,1,1,842,214,98,22,122,271,0.21,3.14,10,14,14,1,1172,1,111,0,0,0,1969,0
18,12,37,36,17,3,1,842,277,100,14,50,78,0.25,3.21,4,3,5,2,1150,1,111,0,0,0,1978,0
20,11,38,38,9,3,0,841,271,118,30,80,155,0.25,3.79,5,12,1,1,1172,0,127,0,0,0,1980,0
22,9,36,36,15,5,0,841,217,74,11,88,243,0.21,2.38,6,7,4,1,1115,0,81,0,0,0,1975,0
22,9,36,36,15,5,0,841,217,74,11,88,243,0.21,2.38,6,7,4,1,1115,0,81,0,0,0,1975,0
16,12,37,37,14,2,0,840,255,86,20,67,158,0.24,2.76,4,8,5,0,1149,0,116,0,0,0,1971,0
19,14,40,39,9,3,0,840,216,87,23,110,222,0.21,2.8,7,9,9,0,1145,0,99,0,0,0,1972,0
14,19,38,38,16,1,0,839,284,119,23,86,157,0.26,3.83,5,11,1,0,1184,0,138,0,0,0,1977,0
19,15,38,38,17,4,0,839,275,112,24,91,154,0.25,3.6,8,5,8,1,1173,0,122,0,0,0,1974,0
16,13,41,40,12,3,0,838,271,116,17,117,177,0.25,3.74,6,10,3,1,1198,1,123,0,0,0,1973,0
18,11,37,37,18,4,0,837,244,91,27,56,159,0.23,2.94,6,6,3,1,1124,0,113,0,0,0,1971,0
21,12,38,38,19,3,0,837,274,95,25,64,131,0.26,3.06,2,1,3,0,1136,0,107,0,0,0,1976,0
21,12,36,36,19,6,0,836,243,76,21,65,140,0.23,2.45,7,3,3,1,1123,0,86,0,0,0,1968,0
24,12,40,40,13,4,0,836,258,94,20,57,168,0.24,3.04,10,3,9,0,1141,0,112,0,0,0,1970,0
16,15,38,38,17,5,0,835,267,87,21,59,224,0.25,2.81,1,5,5,1,1126,0,95,0,0,0,1971,0
19,11,34,34,23,4,0,834,226,76,14,88,208,0.22,2.46,11,10,3,2,1119,0,83,0,0,0,1972,0
22,11,39,38,13,2,1,834,243,93,21,99,189,0.23,3.01,4,4,5,2,1153,1,103,0,0,0,1975,0
17,12,36,36,14,4,0,834,223,94,21,93,187,0.21,3.04,6,5,14,1,1141,0,105,0,0,0,1983,0
17,16,39,39,11,2,0,833,302,108,19,82,78,0.27,3.5,3,1,3,1,1199,0,122,0,0,0,1975,0
16,12,36,35,14,5,1,833,224,68,15,48,205,0.22,2.2,5,8,8,1,1088,1,73,0,0,0,1968,0
21,13,42,39,15,3,0,832,263,90,18,63,142,0.25,2.92,3,4,6,0,1137,0,106,0,0,0,1974,0
19,8,35,35,14,4,0,831,245,74,12,65,179,0.23,2.4,7,3,6,0,1122,0,84,0,0,0,1982,0
20,13,38,38,14,4,0,830,224,92,16,121,179,0.21,2.99,6,9,7,0,1170,0,112,0,0,0,1971,0
16,17,37,37,10,2,0,830,225,92,17,82,135,0.22,2.99,10,7,3,0,1107,0,105,0,0,0,1971,0
24,4,35,35,16,8,0,830,198,47,13,69,268,0.2,1.53,4,6,2,2,1065,0,51,0,0,0,1985,0
24,4,35,35,16,8,0,830,198,47,13,69,268,0.2,1.53,4,6,2,2,1065,0,51,0,0,0,1985,0
24,4,35,35,16,8,0,830,198,47,13,69,268,0.2,1.53,4,6,2,2,1065,0,51,0,0,0,1985,0
21,9,37,36,17,3,0,829,268,91,9,65,111,0.26,2.96,1,11,4,1,1116,1,109,0,0,0,1979,0
16,11,40,38,15,2,0,829,257,108,20,93,142,0.25,3.52,4,8,3,0,1140,0,121,0,0,0,1978,0
13,15,38,38,13,3,0,829,266,114,30,99,134,0.25,3.71,4,11,1,0,1170,0,127,0,0,0,1973,0
19,9,40,40,10,5,0,828,241,99,23,80,179,0.22,3.23,2,4,6,2,1148,0,111,0,0,0,1974,0
15,15,39,37,13,1,0,827,285,98,29,72,144,0.26,3.2,3,15,11,2,1160,2,115,0,0,0,1975,0
15,10,35,35,20,3,0,827,219,92,24,84,233,0.21,3,2,7,4,0,1104,0,104,0,0,0,1975,0
15,14,40,37,9,3,0,827,256,115,24,135,129,0.24,3.75,11,11,3,0,1193,2,128,0,0,0,1971,0
21,12,37,37,14,2,0,827,240,99,14,110,192,0.23,3.23,5,14,3,16,1156,0,111,0,0,0,1988,0
18,11,36,36,16,3,0,826,192,95,12,141,303,0.19,3.11,4,16,2,3,1139,0,104,0,0,0,1978,0
18,10,37,37,7,5,0,826,182,68,17,72,306,0.18,2.22,6,3,2,0,1065,0,73,0,0,0,1986,0
18,10,37,37,7,5,0,826,182,68,17,72,306,0.18,2.22,6,3,2,0,1065,0,73,0,0,0,1986,0
18,10,37,37,7,5,0,826,182,68,17,72,306,0.18,2.22,6,3,2,0,1065,0,73,0,0,0,1986,0
15,18,40,38,11,3,1,825,256,111,30,85,176,0.24,3.63,3,9,3,1,1137,2,119,0,0,0,1980,0
21,8,36,36,14,10,0,825,209,59,14,49,169,0.2,1.93,4,4,5,0,1062,0,68,0,0,0,1985,0
16,12,38,38,7,1,0,824,293,96,10,89,113,0.27,3.15,12,3,2,0,1176,0,110,0,0,0,1974,0
14,16,42,40,13,2,0,824,289,135,31,95,138,0.27,4.42,10,6,8,1,1194,2,150,0,0,0,1973,0
21,10,36,36,18,3,0,823,219,63,21,70,184,0.21,2.07,1,4,1,1,1094,0,73,0,0,0,1972,0
15,13,37,35,16,4,1,822,269,93,25,42,139,0.25,3.05,7,6,4,1,1104,2,106,0,0,0,1971,0
21,11,37,37,16,4,0,821,225,90,27,80,181,0.22,2.96,7,2,4,0,1109,0,103,0,0,0,1971,0
17,13,34,34,18,3,0,821,207,82,28,95,242,0.2,2.7,6,2,5,2,1114,0,96,0,0,0,1983,0
25,3,35,35,16,9,0,821,187,53,13,72,248,0.19,1.74,1,7,1,1,1057,0,61,0,0,0,1978,0
25,3,35,35,16,9,0,821,187,53,13,72,248,0.19,1.74,1,7,1,1,1057,0,61,0,0,0,1978,0
20,9,37,36,18,4,0,820,275,108,23,98,172,0.26,3.56,11,12,5,0,1171,0,120,0,0,0,1971,0
22,9,39,39,15,2,0,820,228,96,23,83,246,0.22,3.16,5,12,19,1,1130,0,102,0,0,0,1967,0
25,7,36,35,18,5,0,820,202,67,24,82,208,0.2,2.21,9,8,7,1,1089,1,75,0,0,0,1969,0
22,9,39,39,15,2,0,820,228,96,23,83,246,0.22,3.16,5,12,19,1,1130,0,102,0,0,0,1967,0
25,7,36,35,18,5,0,820,202,67,24,82,208,0.2,2.21,9,8,7,1,1089,1,75,0,0,0,1969,0
17,12,36,36,13,5,0,819,258,98,14,78,146,0.25,3.23,12,6,5,0,1125,0,108,0,0,0,1983,0
16,16,38,38,19,4,0,819,259,93,13,79,95,0.25,3.07,3,5,5,0,1122,0,112,0,0,0,1973,0
22,10,35,35,18,5,0,819,175,59,24,55,202,0.18,1.95,1,5,10,1,1038,0,67,0,0,0,1968,0
14,19,40,39,13,3,0,818,272,115,27,109,230,0.26,3.8,3,14,5,0,1181,0,125,0,0,0,1970,0
19,9,33,33,18,9,0,818,186,63,13,63,207,0.18,2.08,1,9,4,1,1061,0,78,0,0,0,1972,0
17,10,35,35,14,5,0,817,211,74,14,101,208,0.21,2.45,5,10,1,1,1109,0,92,0,0,0,1985,0
15,13,35,35,13,3,0,817,273,112,26,67,154,0.26,3.7,3,1,4,1,1132,0,117,0,0,0,1985,0
16,16,38,37,15,2,0,817,271,106,25,72,132,0.26,3.5,5,6,1,0,1121,0,115,0,0,0,1975,0
17,14,38,37,17,4,0,817,261,87,20,70,155,0.25,2.88,5,7,4,0,1123,0,110,0,0,0,1971,0
19,13,35,35,14,3,0,816,242,116,30,114,262,0.23,3.84,0,9,5,2,1152,0,132,0,0,0,1987,0
20,13,35,35,23,0,0,816,217,101,32,78,206,0.21,3.34,3,2,7,0,1096,0,105,0,0,0,1973,0
17,16,37,37,16,4,0,816,228,77,15,43,150,0.22,2.55,11,2,3,0,1066,0,95,0,0,0,1969,0
17,14,36,36,16,3,0,815,262,121,50,58,215,0.25,4.01,4,4,10,0,1126,0,134,0,0,0,1986,0
18,10,35,35,13,4,0,814,219,79,15,65,241,0.22,2.62,12,6,5,0,1077,0,93,0,0,0,1991,0
18,10,35,35,13,4,0,814,219,79,15,65,241,0.22,2.62,12,6,5,0,1077,0,93,0,0,0,1991,0
14,16,38,38,7,2,0,813,267,117,35,57,170,0.25,3.89,10,1,4,0,1119,0,133,0,0,0,1973,0
14,11,35,34,13,5,0,813,211,78,14,77,235,0.21,2.59,9,12,4,0,1079,0,83,0,0,0,1976,0
15,13,37,37,14,0,0,813,262,93,23,84,126,0.25,3.09,8,10,6,0,1136,0,110,0,0,0,1970,0
17,11,38,37,10,2,0,812,249,99,18,101,173,0.24,3.29,7,14,8,4,1157,1,116,0,0,0,1976,0
20,9,36,36,16,2,0,812,238,92,15,133,119,0.23,3.06,5,10,5,1,1144,0,103,0,0,0,1975,0
17,18,37,37,22,4,0,810,261,118,37,56,157,0.25,3.93,7,3,9,0,1119,0,130,0,0,0,1975,0
15,13,35,33,18,2,1,810,252,68,14,51,157,0.24,2.27,4,8,4,0,1097,2,93,0,0,0,1978,0
17,12,35,35,16,5,0,810,224,74,12,64,130,0.22,2.47,1,19,5,0,1067,0,79,0,0,0,1982,0
17,17,40,39,8,0,1,810,263,127,39,102,126,0.25,4.23,10,5,5,0,1146,1,135,0,0,0,1971,0
24,12,41,39,8,0,0,810,240,106,23,115,143,0.23,3.53,12,8,9,1,1165,1,125,0,0,0,1973,0
24,12,41,39,8,0,0,810,240,106,23,115,143,0.23,3.53,12,8,9,1,1165,1,125,0,0,0,1973,0
21,12,38,38,10,2,0,809,265,102,15,82,112,0.26,3.4,12,2,11,0,1127,0,113,0,0,0,1985,0
16,12,35,35,19,7,0,809,234,86,16,69,132,0.23,2.87,6,5,4,0,1091,0,100,0,0,0,1971,0
16,12,37,36,17,2,1,809,263,116,31,82,191,0.25,3.87,4,8,6,0,1132,1,124,0,0,0,1970,0
20,8,35,35,8,4,0,809,237,81,11,83,183,0.23,2.7,3,12,6,4,1111,0,94,0,0,0,1988,0
14,17,37,34,14,2,0,809,238,63,9,61,135,0.24,2.1,9,4,5,0,1086,3,79,0,0,0,1971,0
19,13,42,36,9,2,1,809,236,88,25,81,202,0.23,2.94,10,3,9,0,1103,4,99,0,0,0,1968,0
21,11,34,34,20,3,0,808,226,94,18,85,242,0.22,3.14,5,13,1,0,1102,0,104,0,0,0,1986,0
12,17,37,37,10,3,0,808,253,98,19,101,138,0.25,3.27,16,17,9,0,1133,0,117,0,0,0,1970,0
22,10,38,38,20,5,0,808,253,93,17,86,106,0.25,3.11,4,2,2,0,1111,0,106,0,0,0,1974,0
21,11,34,34,20,3,0,808,226,94,18,85,242,0.22,3.14,5,13,1,0,1102,0,104,0,0,0,1986,0
15,14,38,37,11,3,0,807,181,54,13,110,283,0.18,1.81,9,7,10,1,1098,0,78,0,0,0,1968,0
16,16,35,35,20,2,0,807,250,93,16,71,142,0.25,3.11,13,4,1,0,1089,0,98,0,0,0,1972,0
18,10,34,34,14,3,0,807,218,85,22,73,208,0.22,2.84,2,6,3,0,1071,0,95,0,0,0,1986,0
20,7,41,40,11,4,0,806,232,96,21,84,166,0.23,3.22,6,4,5,1,1093,0,103,0,0,0,1969,0
15,14,42,36,18,4,2,806,248,89,27,70,173,0.24,2.98,6,8,3,1,1101,4,112,0,0,0,1971,0
15,14,35,35,15,2,0,806,236,97,23,61,300,0,3.25,3,12,6,0,1089,0,101,0,0,0,1998,0
14,19,39,35,12,4,0,806,262,93,27,77,180,0.25,3.12,4,4,8,2,1127,2,104,0,0,0,1974,0
20,8,35,35,16,3,0,805,258,89,30,71,162,0.25,2.99,8,3,7,0,1121,0,99,0,0,0,1978,0
16,18,38,36,13,3,0,805,220,79,13,69,161,0.22,2.65,7,6,4,0,1065,1,89,0,0,0,1972,0
20,11,35,35,9,4,0,804,201,65,7,70,199,0.21,2.18,7,5,14,0,1061,0,68,0,0,0,1992,0
16,10,35,34,18,3,0,804,195,73,15,79,180,0.2,2.45,3,5,7,0,1067,0,80,0,0,0,1971,0
20,11,35,35,9,4,0,804,201,65,7,70,199,0.21,2.18,7,5,14,0,1061,0,68,0,0,0,1992,0
20,11,35,35,9,4,0,804,201,65,7,70,199,0.21,2.18,7,5,14,0,1061,0,68,0,0,0,1992,0
21,10,35,34,15,4,0,803,231,91,22,82,161,0.23,3.06,6,4,3,1,1093,1,98,0,0,0,1976,0
15,13,38,36,13,2,0,802,213,84,20,103,231,0.21,2.83,14,13,3,0,1107,0,99,0,0,0,1971,0
17,12,37,34,10,1,0,802,216,61,14,68,162,0.22,2.05,6,4,2,1,1070,3,72,0,0,0,1968,0
22,11,36,36,11,4,0,801,226,76,16,83,166,0.23,2.56,1,8,5,0,1088,0,84,0,0,0,1990,0
23,8,35,34,15,8,1,801,208,67,18,73,178,0.21,2.26,10,6,4,5,1068,1,73,0,0,0,1988,0
23,8,35,34,15,8,1,801,208,67,18,73,178,0.21,2.26,10,6,4,5,1068,1,73,0,0,0,1988,0
20,10,36,36,8,1,0,801,228,70,14,52,197,0.23,2.36,7,5,6,1,1064,0,85,0,0,0,1993,0
18,13,38,38,17,2,0,801,265,97,29,84,140,0.25,3.27,2,8,0,0,1127,0,120,0,0,0,1973,0
21,8,35,35,15,6,0,801,229,97,40,82,223,0.22,3.27,7,12,0,0,1092,0,105,0,0,0,1986,0
16,8,35,35,11,2,0,801,215,84,19,88,198,0.22,2.83,1,2,11,0,1085,0,87,0,0,0,1984,0
15,12,37,37,8,1,0,801,249,119,46,101,196,0.24,4.01,4,13,9,0,1122,0,132,0,0,0,1987,0
16,15,41,40,13,5,0,801,230,111,32,92,149,0.22,3.74,7,10,5,1,1112,1,122,0,0,0,1970,0
18,12,36,36,13,3,0,801,212,88,18,104,214,0.21,2.97,1,6,0,1,1092,0,94,0,0,0,1977,0
23,8,35,34,15,8,1,801,208,67,18,73,178,0.21,2.26,10,6,4,5,1068,1,73,0,0,0,1988,0
23,8,35,34,15,8,1,801,208,67,18,73,178,0.21,2.26,10,6,4,5,1068,1,73,0,0,0,1988,0
20,10,36,36,8,1,0,801,228,70,14,52,197,0.23,2.36,7,5,6,1,1064,0,85,0,0,0,1993,0
23,8,35,34,15,8,1,801,208,67,18,73,178,0.21,2.26,10,6,4,5,1068,1,73,0,0,0,1988,0
20,10,36,36,8,1,0,801,228,70,14,52,197,0.23,2.36,7,5,6,1,1064,0,85,0,0,0,1993,0
16,14,40,40,11,3,0,800,251,110,26,77,139,0.24,3.71,1,6,2,0,1100,0,122,0,0,0,1982,0
17,15,39,39,6,1,0,800,272,103,24,79,107,0.26,3.48,8,3,2,1,1110,0,116,0,0,0,1985,0
18,14,39,38,13,2,0,799,217,93,16,108,122,0.22,3.14,1,6,7,0,1110,0,111,0,0,0,1975,0
17,16,37,37,17,3,0,799,247,120,37,96,135,0.24,4.06,7,10,0,0,1107,0,131,0,0,0,1982,0
19,11,38,38,9,2,0,799,256,116,37,99,122,0.25,3.92,7,12,6,0,1115,0,126,0,0,0,1983,0
16,12,39,39,13,4,0,799,231,74,15,87,115,0.23,2.5,2,8,6,0,1094,0,93,0,0,0,1976,0
17,17,38,38,17,4,0,798,247,95,16,81,87,0.25,3.21,6,5,5,1,1083,0,100,0,0,0,1973,0
18,11,34,34,13,0,0,798,227,100,39,93,208,0.22,3.38,7,24,1,1,1101,0,111,0,0,0,1987,0
16,14,36,36,17,1,0,798,260,111,26,94,164,0.25,3.76,3,12,9,2,1133,0,127,0,0,0,1984,0
11,13,38,37,11,1,1,798,279,127,28,94,146,0.27,4.3,6,4,12,1,1145,1,141,0,0,0,1986,0
22,7,36,36,9,2,0,798,253,96,26,32,204,0.247,3.25,1,6,9,1,1071,0,111,3,2,0,2003,0
22,7,36,36,9,2,0,798,253,96,26,32,204,0.247,3.25,1,6,9,1,1071,0,111,3,2,0,2003,0
15,10,38,37,9,5,0,797,237,73,11,50,137,0.24,2.47,7,3,7,2,1056,1,85,0,0,0,1982,0
21,11,35,35,11,1,0,797,262,98,11,76,173,0.26,3.32,2,8,10,2,1108,0,117,0,0,0,1992,0
14,13,37,37,14,0,0,797,268,117,19,79,121,0.26,3.96,1,8,8,3,1120,0,129,0,0,0,1978,0
23,9,39,38,16,5,0,797,245,91,23,70,190,0.24,3.08,1,6,3,0,1085,0,107,0,0,0,1979,0
20,10,35,35,10,3,0,797,238,95,20,94,177,0.21,3.22,3,8,5,0,1100,0,105,0,0,0,1996,0
23,9,39,38,16,5,0,797,245,91,23,70,190,0.24,3.08,1,6,3,0,1085,0,107,0,0,0,1979,0
20,10,35,35,10,3,0,797,238,95,20,94,177,0.21,3.22,3,8,5,0,1100,0,105,0,0,0,1996,0
19,11,39,37,16,4,0,796,232,74,23,52,134,0.23,2.51,6,4,4,0,1058,0,83,0,0,0,1972,0
13,15,34,34,14,7,0,796,221,71,8,76,195,0.22,2.41,11,4,5,1,1076,0,82,0,0,0,1974,0
17,12,38,37,12,4,1,796,231,75,10,55,194,0.23,2.54,5,5,5,0,1059,1,85,0,0,0,1971,0
22,9,36,36,16,6,0,796,270,101,13,56,78,0.26,3.43,1,5,6,0,1089,0,115,0,0,0,1980,0
14,13,36,36,8,2,0,795,206,73,22,96,167,0.21,2.48,3,4,9,1,1087,0,89,0,0,0,1985,0
18,15,39,38,12,2,1,795,278,109,20,76,170,0.26,3.7,8,9,4,1,1127,1,121,0,0,0,1970,0
15,11,35,35,13,0,0,795,258,99,16,85,188,0.25,3.36,7,8,7,1,1118,0,113,0,0,0,1974,0
16,16,37,35,10,1,1,794,247,90,17,74,190,0.24,3.06,5,11,9,2,1093,2,105,0,0,0,1987,0
14,14,36,36,9,5,0,794,225,92,29,73,169,0.23,3.13,11,1,4,0,1057,0,100,0,0,0,1971,0
19,19,41,41,11,5,0,792,255,139,25,113,149,0.25,4.74,4,11,9,1,1134,0,146,0,0,0,1974,0
18,12,35,35,14,8,0,792,217,86,17,62,291,0.22,2.93,4,4,6,7,1063,0,93,0,0,0,1988,0
15,10,35,35,9,3,0,792,253,108,31,71,160,0.25,3.68,2,6,7,2,1085,0,116,0,0,0,1997,0
21,7,34,34,9,3,0,792,204,60,9,68,292,0.21,2.05,1,4,12,0,1044,0,65,0,0,0,1997,0
21,7,34,34,9,3,0,792,204,60,9,68,292,0.21,2.05,1,4,12,0,1044,0,65,0,0,0,1997,0
22,11,39,38,12,0,0,792,216,96,34,92,184,0.22,3.27,7,8,3,0,1083,1,103,0,0,0,1967,0
21,7,34,34,9,3,0,792,204,60,9,68,292,0.21,2.05,1,4,12,0,1044,0,65,0,0,0,1997,0
20,9,37,37,13,4,0,791,214,96,26,105,158,0.22,3.28,2,15,4,2,1083,0,108,0,0,0,1973,0
15,14,38,38,9,1,0,791,238,102,15,101,152,0.24,3.48,5,14,3,1,1113,0,115,0,0,0,1983,0
19,12,35,34,17,7,0,791,221,61,16,69,178,0.22,2.08,7,8,8,0,1058,0,72,0,0,0,1968,0
20,13,37,36,10,2,0,791,268,99,19,83,157,0.26,3.38,4,2,3,1,1101,0,108,0,0,0,1979,0
21,11,38,38,11,5,0,791,221,88,17,107,119,0.22,3,1,19,7,0,1095,0,102,0,0,0,1979,0
21,11,38,38,11,5,0,791,221,88,17,107,119,0.22,3,1,19,7,0,1095,0,102,0,0,0,1979,0
16,13,42,38,13,2,0,790,269,89,21,42,211,0.26,3.04,2,9,9,1,1100,1,110,0,0,0,1967,0
15,11,37,37,7,2,0,789,232,98,18,66,198,0.23,3.35,9,6,6,3,1070,0,113,0,0,0,1991,0
11,12,39,39,6,0,0,789,257,106,17,64,112,0.25,3.63,10,2,3,0,1088,0,120,0,0,0,1979,0
20,11,36,36,19,3,0,789,237,89,17,67,84,0.24,3.05,6,4,2,2,1068,0,103,0,0,0,1978,0
14,15,35,35,12,3,0,789,234,83,18,76,156,0.24,2.84,6,3,4,0,1071,0,93,0,0,0,1973,0
15,11,33,33,15,1,0,788,228,81,11,83,139,0.23,2.78,6,9,4,0,1068,0,93,0,0,0,1974,0
23,6,36,35,12,4,0,787,209,63,13,43,193,0.21,2.16,6,8,2,1,1021,0,74,0,0,0,1989,0
18,14,40,40,9,1,0,787,253,111,32,74,178,0.25,3.81,3,6,9,1,1116,0,124,0,0,0,1970,0
20,9,37,36,12,5,0,787,245,78,16,84,136,0.24,2.68,3,12,3,1,1095,0,93,0,0,0,1971,0
22,10,40,35,14,5,0,787,220,83,25,81,150,0.22,2.85,18,9,5,0,1073,3,88,0,0,0,1967,0
23,6,36,35,12,4,0,787,209,63,13,43,193,0.21,2.16,6,8,2,1,1021,0,74,0,0,0,1989,0
22,10,40,35,14,5,0,787,220,83,25,81,150,0.22,2.85,18,9,5,0,1073,3,88,0,0,0,1967,0
23,6,36,35,12,4,0,787,209,63,13,43,193,0.21,2.16,6,8,2,1,1021,0,74,0,0,0,1989,0
17,10,35,35,16,6,0,786,236,86,18,57,153,0.24,2.95,5,13,3,3,1054,0,94,0,0,0,1976,0
21,12,35,35,13,3,0,786,215,85,23,77,249,0.22,2.92,2,8,5,0,1060,0,92,0,0,0,1972,0
20,11,38,38,12,3,0,786,279,116,19,78,110,0.27,3.98,7,9,5,1,1119,0,135,0,0,0,1973,0
19,13,39,38,13,2,0,786,244,99,22,60,76,0.24,3.4,2,3,3,0,1069,0,113,0,0,0,1978,0
18,10,35,35,14,3,0,785,236,112,24,87,240,0.24,3.85,2,4,2,2,1084,0,120,0,0,0,1987,0
20,6,46,36,12,3,0,785,244,82,18,66,153,0.24,2.82,10,3,9,0,1079,4,87,0,0,0,1969,0
13,14,35,35,7,0,0,785,251,93,28,55,127,0.25,3.2,3,1,9,2,1079,0,104,0,0,0,1992,0
17,6,36,35,11,2,0,785,238,91,21,59,139,0.24,3.13,1,2,3,0,1061,1,99,0,0,0,1984,0
13,15,40,37,11,4,0,785,242,90,17,54,139,0.24,3.1,11,3,6,1,1078,1,111,0,0,0,1967,0
20,14,36,36,12,4,0,784,218,97,20,70,147,0.22,3.34,13,6,7,4,1052,0,104,0,0,0,1984,0
15,11,35,35,9,3,0,784,222,97,32,110,235,0.23,3.34,2,7,3,4,1078,0,108,0,0,0,1988,0
17,13,39,39,12,6,0,784,248,104,18,93,176,0.24,3.58,8,5,5,0,1112,0,117,0,0,0,1969,0
20,13,37,37,8,1,0,784,224,107,24,105,205,0.22,3.68,2,11,6,0,1103,0,121,0,0,0,1987,0
20,9,38,38,6,4,0,784,242,103,29,73,155,0.24,3.55,8,2,3,0,1083,0,111,0,0,0,1985,0
17,14,35,35,14,5,0,784,279,102,25,62,99,0.27,3.51,6,6,5,0,1099,0,109,0,0,0,1971,0
20,11,34,34,16,4,0,784,218,81,23,81,128,0.22,2.79,1,6,5,1,1051,0,95,0,0,0,1984,0
12,17,34,34,12,2,0,783,218,88,14,106,240,0.22,3.03,4,11,2,1,1078,0,109,0,0,0,1984,0
17,8,36,36,8,1,0,783,210,80,24,66,161,0.22,2.76,6,8,2,5,1033,0,93,0,0,0,1987,0
17,8,36,36,8,1,0,783,210,80,24,66,161,0.22,2.76,6,8,2,5,1033,0,93,0,0,0,1987,0
14,16,35,35,9,0,0,782,271,110,18,59,171,0.26,3.8,5,9,4,0,1089,0,122,0,0,0,1988,0
17,10,36,36,6,1,0,782,268,100,28,67,142,0.26,3.45,0,9,6,0,1090,0,105,0,0,0,1985,0
